Service;RefItemID;Prob_Relative;Prob_Absolute;AssignedGroup;DropCount
0;41671;100;100;5;1
0;41672;100;100;6;1
0;41673;100;100;1;1
0;41674;100;100;2;1
0;41675;100;100;3;1
0;41676;100;100;4;1
0;41677;100;100;5;1
0;41678;100;100;6;1
0;41679;100;100;1;1
0;41680;100;100;2;1
0;41681;100;100;3;1
0;41682;100;100;4;1
0;41683;100;100;5;1
0;41684;100;100;6;1
0;41703;100;100;1;1
0;41704;100;100;1;1
0;41705;100;100;1;1
0;41706;100;100;1;1
0;41707;100;100;1;1
0;41708;100;100;2;1
0;41709;100;100;2;1
0;41710;100;100;2;1
0;41711;100;100;2;1
1;6792;100;100;6;1
1;6793;100;100;7;1
1;6794;100;100;8;1
1;6795;100;100;9;1
1;6796;100;100;10;1
1;6797;100;100;11;1
1;6798;100;100;12;1
1;6799;100;100;1;1
1;6800;100;100;2;1
1;6801;100;100;3;1
1;6802;100;100;4;1
1;6803;100;100;5;1
1;6804;100;100;6;1
1;6805;100;100;7;1
1;6806;100;100;8;1
1;6807;100;100;9;1
1;6808;100;100;10;1
1;6809;100;100;11;1
1;6810;100;100;12;1
1;6811;100;100;1;1
1;6812;100;100;2;1
1;6813;100;100;3;1
1;6814;100;100;4;1
1;6815;100;100;5;1
1;6816;100;100;6;1
1;6817;100;100;7;1
1;6818;100;100;8;1
1;6819;100;100;9;1
1;6820;100;100;10;1
1;6821;100;100;11;1
1;6822;100;100;12;1
1;6823;100;100;1;1
1;6824;100;100;2;1
1;6825;100;100;3;1
1;6826;100;100;4;1
1;6827;100;100;5;1
1;6828;100;100;6;1
1;6829;100;100;7;1
1;6830;100;100;8;1
1;6831;100;100;9;1
1;6832;100;100;10;1
1;6833;100;100;11;1
1;6834;100;100;12;1
1;6835;100;100;1;1
1;6836;100;100;2;1
1;6837;100;100;3;1
1;6838;100;100;4;1
1;6839;100;100;5;1
1;6840;100;100;6;1
1;6841;100;100;7;1
1;6842;100;100;8;1
1;6843;100;100;9;1
1;6844;100;100;10;1
1;6845;100;100;11;1
1;6846;100;100;12;1
0;6847;0;100;1;1
0;6848;0;100;2;1
0;6849;0;100;3;1
0;6850;0;100;4;1
0;6851;0;100;5;1
0;6852;0;100;6;1
0;6853;0;100;7;1
0;6854;0;100;8;1
0;6855;0;100;9;1
0;6856;0;100;10;1
0;6857;0;100;11;1
0;6858;0;100;12;1
1;6859;300;100;1;1
1;6860;300;100;2;1
1;6861;300;100;3;1
1;6862;300;100;4;1
1;6863;300;100;5;1
1;6864;300;100;6;1
1;6865;300;100;7;1
1;6866;300;100;8;1
1;6867;300;100;9;1
1;6868;300;100;10;1
1;6869;300;100;11;1
1;6870;300;100;12;1
1;6871;300;100;1;1
1;6872;300;100;2;1
1;6873;300;100;3;1
1;6874;300;100;4;1
1;6875;300;100;5;1
1;6876;300;100;6;1
1;6877;300;100;7;1
1;6878;300;100;8;1
1;6879;300;100;9;1
1;6880;300;100;10;1
1;6881;300;100;11;1
1;6882;300;100;12;1
0;6883;0;100;1;1
0;6884;0;100;2;1
0;6885;0;100;3;1
0;6886;0;100;4;1
0;6887;0;100;5;1
0;6888;0;100;6;1
0;6889;0;100;7;1
0;6890;0;100;8;1
0;6891;0;100;9;1
1;14581;50;100;-1;1
0;14582;50;100;-1;1
0;14583;50;100;-1;1
1;14584;50;100;-1;1
1;14585;50;100;-1;1
1;14586;50;100;-1;1
1;14587;50;100;-1;1
1;14588;50;100;-1;1
1;14589;50;100;-1;1
0;6892;0;100;10;1
0;6893;0;100;11;1
0;6894;0;100;12;1
1;6895;60;100;1;1
1;6896;60;100;2;1
1;6897;60;100;3;1
1;6898;60;100;4;1
1;6899;60;100;5;1
1;6900;60;100;6;1
1;6901;60;100;7;1
1;6902;60;100;8;1
1;6903;60;100;9;1
1;6904;60;100;10;1
1;6905;60;100;11;1
1;6906;60;100;12;1
1;6907;60;100;1;1
1;6908;60;100;2;1
1;6909;60;100;3;1
1;6910;60;100;4;1
1;6911;60;100;5;1
1;6912;60;100;6;1
1;6913;60;100;7;1
1;6914;60;100;8;1
1;6915;60;100;9;1
1;6916;60;100;10;1
1;6917;60;100;11;1
1;6918;60;100;12;1
1;6919;60;100;1;1
1;6920;60;100;2;1
1;6921;60;100;3;1
1;6922;60;100;4;1
1;6923;60;100;5;1
1;6924;60;100;6;1
1;6925;60;100;7;1
1;6926;60;100;8;1
1;6927;60;100;9;1
1;6928;60;100;10;1
1;6929;60;100;11;1
1;6930;60;100;12;1
1;6931;60;100;1;1
1;6932;60;100;2;1
1;6933;60;100;3;1
1;6934;60;100;4;1
1;6935;60;100;5;1
1;6936;60;100;6;1
1;6937;60;100;7;1
1;6938;60;100;8;1
1;6939;60;100;9;1
1;6940;60;100;10;1
1;6941;60;100;11;1
1;6942;60;100;12;1
1;6943;30;100;1;1
1;6944;30;100;2;1
1;6945;30;100;3;1
1;6946;30;100;4;1
1;6947;30;100;5;1
1;6948;30;100;6;1
1;6949;30;100;7;1
1;6950;30;100;8;1
1;6951;30;100;9;1
1;6952;30;100;10;1
1;6953;30;100;11;1
1;6954;30;100;12;1
1;6955;100;100;1;1
1;6956;100;100;2;1
1;6957;100;100;3;1
1;6958;100;100;4;1
1;6959;100;100;5;1
1;6960;100;100;6;1
1;6961;100;100;7;1
1;6962;100;100;8;1
1;6963;100;100;9;1
1;6964;100;100;10;1
1;6965;100;100;11;1
1;6966;100;100;12;1
1;6967;60;100;1;1
1;6968;60;100;2;1
1;6969;60;100;3;1
1;6970;60;100;4;1
1;6971;60;100;5;1
1;6972;60;100;6;1
1;6973;60;100;7;1
1;6974;60;100;8;1
1;6975;60;100;9;1
1;6976;60;100;10;1
1;6977;60;100;11;1
1;6978;60;100;12;1
1;6979;60;100;1;1
1;6980;60;100;2;1
1;6981;60;100;3;1
1;6982;60;100;4;1
1;14590;50;100;-1;1
1;14591;50;100;-1;1
1;14592;50;100;-1;1
1;14593;50;100;-1;1
1;14594;50;100;-1;1
1;14595;50;100;-1;1
1;14596;50;100;-1;1
1;14597;50;100;-1;1
1;14598;50;100;-1;1
1;14599;50;100;-1;1
1;14600;50;100;-1;1
1;14601;50;100;-1;1
1;14602;50;100;-1;1
1;14603;50;100;-1;1
1;14604;50;100;-1;1
1;14605;50;100;-1;1
1;14606;50;100;-1;1
1;14607;50;100;-1;1
1;14608;50;100;-1;1
1;14609;50;100;-1;1
1;14610;50;100;-1;1
1;14611;50;100;-1;1
1;14612;50;100;-1;1
1;14613;50;100;-1;1
1;14614;50;100;-1;1
1;14615;50;100;-1;1
1;14616;50;100;-1;1
1;14617;50;100;-1;1
0;14618;50;100;-1;1
0;14619;50;100;-1;1
1;14620;50;100;-1;1
1;14621;50;100;-1;1
1;14622;50;100;-1;1
1;14623;50;100;-1;1
1;14624;50;100;-1;1
1;14625;50;100;-1;1
1;14626;50;100;-1;1
1;14627;50;100;-1;1
1;14628;50;100;-1;1
1;14629;50;100;-1;1
1;14630;50;100;-1;1
1;14631;50;100;-1;1
1;14632;50;100;-1;1
1;14633;50;100;-1;1
1;14634;50;100;-1;1
1;14635;50;100;-1;1
1;14636;50;100;-1;1
1;14637;50;100;-1;1
1;14638;50;100;-1;1
1;14639;50;100;-1;1
1;14640;50;100;-1;1
1;14641;50;100;-1;1
1;14642;50;100;-1;1
1;14643;50;100;-1;1
1;14644;50;100;-1;1
1;14645;50;100;-1;1
1;14646;50;100;-1;1
1;14647;50;100;-1;1
1;14648;50;100;-1;1
1;14649;50;100;-1;1
1;14650;50;100;-1;1
1;14651;50;100;-1;1
1;14652;50;100;-1;1
1;14653;50;100;-1;1
0;14654;50;100;-1;1
0;14655;50;100;-1;1
1;14656;50;100;-1;1
1;14657;50;100;-1;1
1;14658;50;100;-1;1
1;14767;140;100;-1;1
1;14768;140;100;-1;1
1;14769;140;100;-1;1
1;14770;140;100;-1;1
1;14771;140;100;-1;1
1;14772;140;100;-1;1
1;14773;140;100;-1;1
1;14774;140;100;-1;1
1;14775;140;100;-1;1
1;14776;140;100;-1;1
1;14777;140;100;-1;1
1;14778;140;100;-1;1
1;14779;140;100;-1;1
1;14780;140;100;-1;1
1;14781;140;100;-1;1
1;14782;140;100;-1;1
1;14783;140;100;-1;1
1;14784;140;100;-1;1
1;14785;140;100;-1;1
1;14786;140;100;-1;1
1;14787;140;100;-1;1
1;14788;140;100;-1;1
1;14789;140;100;-1;1
1;14790;140;100;-1;1
1;14791;140;100;-1;1
1;14792;140;100;-1;1
1;14793;140;100;-1;1
1;14794;140;100;-1;1
1;14795;140;100;-1;1
1;14796;140;100;-1;1
1;14797;140;100;-1;1
0;14798;140;100;-1;1
0;14799;140;100;-1;1
1;14800;140;100;-1;1
1;14801;140;100;-1;1
1;14802;140;100;-1;1
1;14803;80;100;-1;1
1;14804;80;100;-1;1
1;14805;80;100;-1;1
1;14806;80;100;-1;1
1;14807;80;100;-1;1
1;14808;80;100;-1;1
1;14809;80;100;-1;1
1;14810;80;100;-1;1
1;14811;80;100;-1;1
1;14812;80;100;-1;1
1;14813;80;100;-1;1
1;14814;80;100;-1;1
1;14815;80;100;-1;1
1;14816;80;100;-1;1
1;14817;80;100;-1;1
1;14818;80;100;-1;1
1;14819;80;100;-1;1
1;14820;80;100;-1;1
1;14821;80;100;-1;1
1;14822;80;100;-1;1
1;14823;80;100;-1;1
1;14824;80;100;-1;1
1;14825;80;100;-1;1
1;14826;80;100;-1;1
1;14827;80;100;-1;1
1;14828;80;100;-1;1
1;14829;80;100;-1;1
1;14830;80;100;-1;1
1;14831;80;100;-1;1
1;14832;80;100;-1;1
1;14833;80;100;-1;1
0;14834;80;100;-1;1
0;14835;80;100;-1;1
1;14836;80;100;-1;1
1;14837;80;100;-1;1
1;14838;80;100;-1;1
1;14839;80;100;-1;1
1;14840;80;100;-1;1
1;14841;80;100;-1;1
1;14842;80;100;-1;1
1;14843;80;100;-1;1
1;14844;80;100;-1;1
1;14845;80;100;-1;1
1;14846;80;100;-1;1
1;14847;80;100;-1;1
1;14848;80;100;-1;1
1;14849;80;100;-1;1
1;14850;80;100;-1;1
1;14851;80;100;-1;1
1;14852;80;100;-1;1
1;14853;80;100;-1;1
1;14854;80;100;-1;1
1;14855;80;100;-1;1
1;14856;80;100;-1;1
1;14857;80;100;-1;1
1;14858;80;100;-1;1
1;14859;80;100;-1;1
1;14860;80;100;-1;1
1;14861;80;100;-1;1
1;14862;80;100;-1;1
1;14863;80;100;-1;1
1;14864;80;100;-1;1
1;14865;80;100;-1;1
1;14866;80;100;-1;1
1;14867;80;100;-1;1
1;14868;80;100;-1;1
1;14869;80;100;-1;1
0;14870;80;100;-1;1
0;14871;80;100;-1;1
1;14872;80;100;-1;1
1;14873;80;100;-1;1
1;14874;80;100;-1;1
1;6679;30;100;1;1
1;6680;30;100;2;1
1;6681;30;100;3;1
1;6682;30;100;4;1
1;6683;30;100;5;1
1;6684;30;100;6;1
1;6685;30;100;7;1
1;6686;30;100;8;1
1;6687;30;100;9;1
1;6688;30;100;10;1
1;6689;30;100;11;1
1;6690;30;100;12;1
1;6691;60;100;1;1
1;6692;60;100;2;1
1;6693;60;100;3;1
1;6694;60;100;4;1
1;6695;60;100;5;1
1;6696;60;100;6;1
1;6697;60;100;7;1
1;6698;60;100;8;1
1;6699;60;100;9;1
1;6700;60;100;10;1
1;6701;60;100;11;1
1;14336;50;100;-1;1
1;14337;50;100;-1;1
1;14338;50;100;-1;1
1;14339;50;100;-1;1
1;14340;50;100;-1;1
1;14341;50;100;-1;1
1;14342;50;100;-1;1
1;14343;50;100;-1;1
1;14344;50;100;-1;1
1;14345;50;100;-1;1
1;14346;50;100;-1;1
1;14347;50;100;-1;1
1;14348;50;100;-1;1
1;14349;50;100;-1;1
1;14350;50;100;-1;1
1;14351;50;100;-1;1
1;14352;50;100;-1;1
1;14353;50;100;-1;1
1;14354;50;100;-1;1
1;14355;50;100;-1;1
1;14356;50;100;-1;1
1;14357;50;100;-1;1
1;14358;50;100;-1;1
1;14359;50;100;-1;1
1;14360;50;100;-1;1
1;14361;50;100;-1;1
1;14362;50;100;-1;1
1;14363;50;100;-1;1
1;14364;50;100;-1;1
1;14365;50;100;-1;1
0;14366;50;100;-1;1
0;14367;50;100;-1;1
1;14368;50;100;-1;1
1;14369;50;100;-1;1
1;14370;50;100;-1;1
1;14371;50;100;-1;1
1;14372;50;100;-1;1
1;14373;50;100;-1;1
1;14374;50;100;-1;1
1;14375;50;100;-1;1
1;14376;50;100;-1;1
1;14377;50;100;-1;1
1;14378;50;100;-1;1
1;14379;50;100;-1;1
1;14380;50;100;-1;1
1;14381;50;100;-1;1
1;14382;50;100;-1;1
1;14383;50;100;-1;1
1;14384;50;100;-1;1
1;14385;50;100;-1;1
1;14386;50;100;-1;1
1;14387;50;100;-1;1
1;14388;50;100;-1;1
1;14389;50;100;-1;1
1;14390;50;100;-1;1
1;14391;50;100;-1;1
1;14392;50;100;-1;1
1;14393;50;100;-1;1
1;14394;50;100;-1;1
1;14395;50;100;-1;1
1;14396;50;100;-1;1
1;14397;50;100;-1;1
1;14398;50;100;-1;1
1;14399;50;100;-1;1
1;6702;60;100;12;1
1;6703;30;100;1;1
1;6704;30;100;2;1
1;6705;30;100;3;1
1;6706;30;100;4;1
1;6707;30;100;5;1
1;6708;30;100;6;1
1;6709;30;100;7;1
1;6710;30;100;8;1
1;6711;30;100;9;1
1;6712;30;100;10;1
1;6713;30;100;11;1
1;6714;30;100;12;1
1;6715;100;100;1;1
1;6716;100;100;2;1
1;6717;100;100;3;1
1;6718;100;100;4;1
1;6719;100;100;5;1
1;6720;100;100;6;1
1;6721;100;100;7;1
1;6722;100;100;8;1
1;6723;100;100;9;1
1;6724;100;100;10;1
1;6725;100;100;11;1
1;6726;100;100;12;1
1;6727;30;100;1;1
1;6728;30;100;2;1
1;6729;30;100;3;1
1;6730;30;100;4;1
1;6731;30;100;5;1
1;6732;30;100;6;1
1;6733;30;100;7;1
1;6734;30;100;8;1
1;6735;30;100;9;1
1;6736;30;100;10;1
1;6737;30;100;11;1
1;14400;50;100;-1;1
1;14401;50;100;-1;1
0;14402;50;100;-1;1
0;14403;50;100;-1;1
1;14404;50;100;-1;1
1;14405;50;100;-1;1
1;14406;50;100;-1;1
1;14407;10;100;-1;1
1;14408;10;100;-1;1
1;14409;10;100;-1;1
1;14410;10;100;-1;1
1;14411;10;100;-1;1
1;14412;10;100;-1;1
1;14413;10;100;-1;1
1;14414;10;100;-1;1
1;14415;10;100;-1;1
1;14416;10;100;-1;1
1;14417;10;100;-1;1
1;14418;10;100;-1;1
1;14419;10;100;-1;1
1;14420;10;100;-1;1
1;14421;10;100;-1;1
1;14422;10;100;-1;1
1;14423;10;100;-1;1
1;14424;10;100;-1;1
1;14425;10;100;-1;1
1;14426;10;100;-1;1
1;14427;10;100;-1;1
1;14428;10;100;-1;1
1;14429;10;100;-1;1
1;14430;10;100;-1;1
1;14431;10;100;-1;1
1;14432;10;100;-1;1
1;14433;10;100;-1;1
1;14434;10;100;-1;1
1;14435;10;100;-1;1
1;14436;10;100;-1;1
1;14437;10;100;-1;1
0;14438;10;100;-1;1
0;14439;10;100;-1;1
1;14440;10;100;-1;1
1;14441;10;100;-1;1
1;14442;10;100;-1;1
1;14443;50;100;-1;1
1;14444;50;100;-1;1
1;14445;50;100;-1;1
1;14446;50;100;-1;1
1;14447;50;100;-1;1
1;14448;50;100;-1;1
1;14449;50;100;-1;1
1;14450;50;100;-1;1
1;14451;50;100;-1;1
1;14452;50;100;-1;1
1;14453;50;100;-1;1
1;14454;50;100;-1;1
1;14455;50;100;-1;1
1;14456;50;100;-1;1
1;14457;50;100;-1;1
1;14458;50;100;-1;1
1;14459;50;100;-1;1
1;14460;50;100;-1;1
1;14461;50;100;-1;1
1;14462;50;100;-1;1
1;14463;50;100;-1;1
1;14464;50;100;-1;1
1;14465;50;100;-1;1
1;14466;50;100;-1;1
1;14467;50;100;-1;1
1;14468;50;100;-1;1
1;14469;50;100;-1;1
1;14470;50;100;-1;1
1;14471;50;100;-1;1
1;14472;50;100;-1;1
0;14473;50;100;-1;1
0;14474;50;100;-1;1
0;14475;50;100;-1;1
1;14476;50;100;-1;1
1;14477;50;100;-1;1
1;14478;50;100;-1;1
1;14479;50;100;-1;1
1;14480;50;100;-1;1
1;14481;50;100;-1;1
1;14482;50;100;-1;1
1;14483;50;100;-1;1
1;14484;50;100;-1;1
1;14485;50;100;-1;1
1;14486;50;100;-1;1
1;14487;50;100;-1;1
1;14488;50;100;-1;1
1;14489;50;100;-1;1
1;14490;50;100;-1;1
1;14491;50;100;-1;1
1;14492;50;100;-1;1
1;14493;50;100;-1;1
1;14494;50;100;-1;1
1;14495;50;100;-1;1
1;14496;50;100;-1;1
1;14497;50;100;-1;1
1;14498;50;100;-1;1
1;14499;50;100;-1;1
1;14091;50;100;-1;1
1;14092;50;100;-1;1
1;14093;50;100;-1;1
1;14094;50;100;-1;1
1;14095;50;100;-1;1
1;14096;50;100;-1;1
1;14097;50;100;-1;1
1;14098;50;100;-1;1
1;14099;50;100;-1;1
1;14100;50;100;-1;1
1;14101;50;100;-1;1
1;14102;50;100;-1;1
1;14103;50;100;-1;1
1;14104;50;100;-1;1
1;14105;50;100;-1;1
1;14106;50;100;-1;1
1;14107;50;100;-1;1
1;14108;50;100;-1;1
1;14109;50;100;-1;1
1;14500;50;100;-1;1
1;14501;50;100;-1;1
1;14502;50;100;-1;1
1;14503;50;100;-1;1
1;14504;50;100;-1;1
1;14505;50;100;-1;1
1;14506;50;100;-1;1
1;14507;50;100;-1;1
1;14508;50;100;-1;1
1;14509;50;100;-1;1
0;14510;50;100;-1;1
0;14511;50;100;-1;1
1;14512;50;100;-1;1
1;14513;50;100;-1;1
1;14514;50;100;-1;1
1;14515;50;100;-1;1
1;14516;50;100;-1;1
1;14517;50;100;-1;1
1;14518;50;100;-1;1
1;14519;50;100;-1;1
1;14520;50;100;-1;1
1;14521;50;100;-1;1
1;14522;50;100;-1;1
1;14523;50;100;-1;1
1;14524;50;100;-1;1
1;14525;50;100;-1;1
1;14526;50;100;-1;1
1;14527;50;100;-1;1
1;14528;50;100;-1;1
1;14529;50;100;-1;1
1;14530;50;100;-1;1
1;14531;50;100;-1;1
1;14532;50;100;-1;1
1;14533;50;100;-1;1
1;14534;50;100;-1;1
1;14535;50;100;-1;1
1;14536;50;100;-1;1
1;14537;50;100;-1;1
1;14538;50;100;-1;1
1;14539;50;100;-1;1
1;14540;50;100;-1;1
1;14541;50;100;-1;1
1;14542;50;100;-1;1
1;14543;50;100;-1;1
1;14544;50;100;-1;1
1;14545;50;100;-1;1
0;14546;50;100;-1;1
0;14547;50;100;-1;1
1;14548;50;100;-1;1
1;14549;50;100;-1;1
1;14550;50;100;-1;1
1;14551;50;100;-1;1
1;14552;50;100;-1;1
1;14553;50;100;-1;1
1;14554;50;100;-1;1
1;14555;50;100;-1;1
1;14556;50;100;-1;1
1;14557;50;100;-1;1
1;14558;50;100;-1;1
1;14559;50;100;-1;1
1;14560;50;100;-1;1
1;14561;50;100;-1;1
1;14562;50;100;-1;1
1;14563;50;100;-1;1
1;14564;50;100;-1;1
1;14565;50;100;-1;1
1;14566;50;100;-1;1
1;14567;50;100;-1;1
1;14568;50;100;-1;1
1;14569;50;100;-1;1
1;14570;50;100;-1;1
1;14571;50;100;-1;1
1;14572;50;100;-1;1
1;14573;50;100;-1;1
1;14574;50;100;-1;1
1;14575;50;100;-1;1
1;14576;50;100;-1;1
1;14577;50;100;-1;1
1;14578;50;100;-1;1
1;14579;50;100;-1;1
1;14580;50;100;-1;1
1;14110;50;100;-1;1
1;14111;50;100;-1;1
1;14112;50;100;-1;1
1;14113;50;100;-1;1
0;14114;50;100;-1;1
0;14115;50;100;-1;1
1;14116;50;100;-1;1
1;14117;50;100;-1;1
1;14118;50;100;-1;1
1;14119;50;100;-1;1
1;14120;50;100;-1;1
1;14121;50;100;-1;1
1;14122;50;100;-1;1
1;14123;50;100;-1;1
1;14124;50;100;-1;1
1;14125;50;100;-1;1
1;14126;50;100;-1;1
1;14127;50;100;-1;1
1;14128;50;100;-1;1
1;14129;50;100;-1;1
1;14130;50;100;-1;1
1;14131;50;100;-1;1
1;14132;50;100;-1;1
1;14133;50;100;-1;1
1;14134;50;100;-1;1
1;14135;50;100;-1;1
1;14136;50;100;-1;1
1;14137;50;100;-1;1
1;14138;50;100;-1;1
1;14139;50;100;-1;1
1;14140;50;100;-1;1
1;14141;50;100;-1;1
1;14142;50;100;-1;1
1;14143;50;100;-1;1
1;14144;50;100;-1;1
1;14145;50;100;-1;1
1;14146;50;100;-1;1
1;14147;50;100;-1;1
1;14148;50;100;-1;1
1;14149;50;100;-1;1
0;14150;50;100;-1;1
0;14151;50;100;-1;1
1;14152;50;100;-1;1
1;14153;50;100;-1;1
1;14154;50;100;-1;1
1;14155;10;100;-1;1
1;14156;10;100;-1;1
1;14157;10;100;-1;1
1;14158;10;100;-1;1
1;14159;10;100;-1;1
1;14160;10;100;-1;1
1;14161;10;100;-1;1
1;14162;10;100;-1;1
1;14163;10;100;-1;1
1;14164;10;100;-1;1
1;14165;10;100;-1;1
1;14166;10;100;-1;1
1;14167;10;100;-1;1
1;14168;10;100;-1;1
1;14169;10;100;-1;1
1;14170;10;100;-1;1
1;14171;10;100;-1;1
1;14172;10;100;-1;1
1;14173;10;100;-1;1
1;14174;10;100;-1;1
1;14175;10;100;-1;1
1;14176;10;100;-1;1
1;14177;10;100;-1;1
1;14178;10;100;-1;1
1;14179;10;100;-1;1
1;14180;10;100;-1;1
1;14181;10;100;-1;1
1;14182;10;100;-1;1
1;14183;10;100;-1;1
1;14184;10;100;-1;1
1;14185;10;100;-1;1
0;14186;10;100;-1;1
0;14187;10;100;-1;1
1;14188;10;100;-1;1
1;14189;10;100;-1;1
1;14190;10;100;-1;1
1;14191;50;100;-1;1
1;14192;50;100;-1;1
1;14193;50;100;-1;1
1;14194;50;100;-1;1
1;14195;50;100;-1;1
1;14196;50;100;-1;1
1;14197;50;100;-1;1
1;14198;50;100;-1;1
1;14199;50;100;-1;1
1;14200;50;100;-1;1
1;14201;50;100;-1;1
1;14202;50;100;-1;1
1;14203;50;100;-1;1
1;14204;50;100;-1;1
1;14205;50;100;-1;1
1;14206;50;100;-1;1
1;14207;50;100;-1;1
1;14208;50;100;-1;1
1;14209;50;100;-1;1
1;14210;50;100;-1;1
1;14211;50;100;-1;1
1;14212;50;100;-1;1
1;14213;50;100;-1;1
1;14214;50;100;-1;1
1;14215;50;100;-1;1
1;14216;50;100;-1;1
1;14217;50;100;-1;1
1;14218;50;100;-1;1
1;14219;50;100;-1;1
1;14220;50;100;-1;1
0;14221;50;100;-1;1
0;14222;50;100;-1;1
0;14223;50;100;-1;1
1;14224;50;100;-1;1
1;14225;50;100;-1;1
1;14226;50;100;-1;1
1;14227;50;100;-1;1
1;14228;50;100;-1;1
1;14229;50;100;-1;1
1;14230;50;100;-1;1
1;14231;50;100;-1;1
1;14232;50;100;-1;1
1;14233;50;100;-1;1
1;14234;50;100;-1;1
1;14235;50;100;-1;1
1;14236;50;100;-1;1
1;14237;50;100;-1;1
1;14238;50;100;-1;1
1;14239;50;100;-1;1
1;14240;50;100;-1;1
1;14241;50;100;-1;1
1;14242;50;100;-1;1
1;14243;50;100;-1;1
1;14244;50;100;-1;1
1;14245;50;100;-1;1
1;14246;50;100;-1;1
1;14247;50;100;-1;1
1;14248;50;100;-1;1
1;14249;50;100;-1;1
1;14250;50;100;-1;1
1;14251;50;100;-1;1
1;14252;50;100;-1;1
1;14253;50;100;-1;1
1;14254;50;100;-1;1
1;14255;50;100;-1;1
1;14256;50;100;-1;1
1;14257;50;100;-1;1
0;14258;50;100;-1;1
0;14259;50;100;-1;1
1;14260;50;100;-1;1
1;14261;50;100;-1;1
1;14262;50;100;-1;1
1;14263;50;100;-1;1
1;14264;50;100;-1;1
1;14265;50;100;-1;1
1;14266;50;100;-1;1
1;14267;50;100;-1;1
1;14268;50;100;-1;1
1;14269;50;100;-1;1
1;14270;50;100;-1;1
1;14271;50;100;-1;1
1;14272;50;100;-1;1
1;14273;50;100;-1;1
1;14274;50;100;-1;1
1;14275;50;100;-1;1
1;14276;50;100;-1;1
1;14277;50;100;-1;1
1;14278;50;100;-1;1
1;14279;50;100;-1;1
1;14280;50;100;-1;1
1;14281;50;100;-1;1
1;14282;50;100;-1;1
1;14283;50;100;-1;1
1;14284;50;100;-1;1
1;14285;50;100;-1;1
1;14286;50;100;-1;1
1;14287;50;100;-1;1
1;14288;50;100;-1;1
1;14289;50;100;-1;1
1;14290;50;100;-1;1
1;14291;50;100;-1;1
1;14292;50;100;-1;1
1;14293;50;100;-1;1
0;14294;50;100;-1;1
0;14295;50;100;-1;1
1;14296;50;100;-1;1
1;14297;50;100;-1;1
1;14298;50;100;-1;1
1;14299;50;100;-1;1
1;14300;50;100;-1;1
1;14301;50;100;-1;1
1;14302;50;100;-1;1
1;14303;50;100;-1;1
1;14304;50;100;-1;1
1;14305;50;100;-1;1
1;14306;50;100;-1;1
1;14307;50;100;-1;1
1;14308;50;100;-1;1
1;14309;50;100;-1;1
1;13090;50;100;-1;1
1;13091;50;100;-1;1
1;13092;50;100;-1;1
1;13093;50;100;-1;1
1;13094;50;100;-1;1
1;13095;50;100;-1;1
1;13096;50;100;-1;1
1;13097;50;100;-1;1
1;13098;50;100;-1;1
1;13099;50;100;-1;1
1;13100;50;100;-1;1
1;13101;50;100;-1;1
1;13102;50;100;-1;1
1;13103;50;100;-1;1
1;13104;50;100;-1;1
1;13105;50;100;-1;1
0;13106;50;100;-1;1
0;13107;50;100;-1;1
1;13108;50;100;-1;1
1;13109;50;100;-1;1
1;13110;50;100;-1;1
1;13111;50;100;-1;1
1;13112;50;100;-1;1
1;13113;50;100;-1;1
1;13114;50;100;-1;1
1;13115;50;100;-1;1
1;13116;50;100;-1;1
1;13117;50;100;-1;1
1;13118;50;100;-1;1
1;13119;50;100;-1;1
1;13120;50;100;-1;1
1;13121;50;100;-1;1
1;13122;50;100;-1;1
1;13123;50;100;-1;1
1;13124;50;100;-1;1
1;13125;50;100;-1;1
1;13126;50;100;-1;1
1;13127;50;100;-1;1
1;13128;50;100;-1;1
1;13129;50;100;-1;1
1;13130;50;100;-1;1
1;13131;50;100;-1;1
1;13132;50;100;-1;1
1;13133;50;100;-1;1
1;13134;50;100;-1;1
1;13135;50;100;-1;1
1;13136;50;100;-1;1
1;13137;50;100;-1;1
1;13138;50;100;-1;1
1;13139;50;100;-1;1
1;13140;50;100;-1;1
1;13141;50;100;-1;1
0;13142;50;100;-1;1
0;13143;50;100;-1;1
1;13144;50;100;-1;1
1;13145;50;100;-1;1
1;13146;50;100;-1;1
1;13903;10;100;-1;1
1;13904;10;100;-1;1
1;13905;10;100;-1;1
1;13906;10;100;-1;1
1;13907;10;100;-1;1
1;13908;10;100;-1;1
1;13909;10;100;-1;1
1;13910;10;100;-1;1
1;13911;10;100;-1;1
1;13912;10;100;-1;1
1;13913;10;100;-1;1
1;13914;10;100;-1;1
1;13915;10;100;-1;1
1;13916;10;100;-1;1
1;13917;10;100;-1;1
1;13918;10;100;-1;1
1;13919;10;100;-1;1
1;14310;50;100;-1;1
1;14311;50;100;-1;1
1;14312;50;100;-1;1
1;14313;50;100;-1;1
1;14314;50;100;-1;1
1;14315;50;100;-1;1
1;14316;50;100;-1;1
1;14317;50;100;-1;1
1;14318;50;100;-1;1
1;14319;50;100;-1;1
1;14320;50;100;-1;1
1;14321;50;100;-1;1
1;14322;50;100;-1;1
1;14323;50;100;-1;1
1;14324;50;100;-1;1
1;14325;50;100;-1;1
1;14326;50;100;-1;1
1;14327;50;100;-1;1
1;14328;50;100;-1;1
