dwTacticsID;dwObjID;btAIQoS;nMaxStamina;btMaxStaminaVariance;nSightRange;btAggressType;AggressData;btChangeTarget;btHelpRequestTo;btHelpResponseTo;btBattleStyle;BattleStyleData;btDiversionBasis;DiversionBasisData1;DiversionBasisData2;DiversionBasisData3;DiversionBasisData4;DiversionBasisData5;DiversionBasisData6;DiversionBasisData7;DiversionBasisData8;btDiversionKeepBasis;DiversionKeepBasisData1;DiversionKeepBasisData2;DiversionKeepBasisData3;DiversionKeepBasisData4;DiversionKeepBasisData5;DiversionKeepBasisData6;DiversionKeepBasisData7;DiversionKeepBasisData8;btKeepDistance;KeepDistanceData;btTraceType;btTraceBoundary;TraceData;btHomingType;HomingData;btAggressTypeOnHoming;btFleeType;dwChampionTacticsID;AdditionOptionFlag;"szDescString128"
37590;26906;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ?? ????"
37600;26907;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ????? ???"
37610;26908;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ?? ???"
37620;26909;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ????"
37630;26910;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ??? ?"
37640;26911;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ?? ???"
37650;26912;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ????? ???"
37660;26913;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ?????"
37670;26914;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ????? ???"
37680;26915;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ????"
37690;26916;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ????"
37700;26917;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ??"
37710;26918;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ??"
37720;26919;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ????"
37730;26920;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ??"
37740;26921;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ??? ???"
37750;26922;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ??"
37760;26923;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ??? ???"
37770;26924;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???"
37780;26925;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???"
37790;26926;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???"
37800;26927;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ??"
37810;26929;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???"
37820;26930;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ????"
37830;26931;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ?? ????"
37840;26932;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???"
37850;26933;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ??? ??"
37860;26934;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ????"
37870;26935;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ?? ??"
37880;26936;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ??? ???"
37890;26937;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???"
37900;26938;0;150;50;130;1;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???"
38000;38148;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38001;0;"??? ??_108"
38001;38148;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ??_108"
38010;38149;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38011;0;"??? ??_108"
38011;38149;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ??_108"
38020;38150;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38021;0;"??? ??_108"
38021;38150;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ??_108"
38030;38151;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38031;0;"??? ?? _109"
38031;38151;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ?? _109"
38040;38152;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38041;0;"??? ?? _109"
38041;38152;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ?? _109"
38050;38153;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38051;0;"??? ?? _106"
38051;38153;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ?? _106"
38060;38154;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38061;0;"????_110"
38061;38154;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"????_110"
38070;38155;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38071;0;"??? ?? _106"
38071;38155;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ?? _106"
38080;38156;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38081;0;"??? ??_108"
38081;38156;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ??_108"
38090;38157;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38091;0;"??? ?? _105"
38091;38157;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ?? _105"
38100;38158;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38101;0;"??? ?? _107"
38101;38158;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ?? _107"
38110;38159;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38111;0;"??? ?? _110"
38111;38159;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ?? _110"
38120;38160;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38121;0;"??? ??_104"
38121;38160;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ??_104"
38130;38161;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38131;0;"??? ??_106"
38131;38161;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ??_106"
38140;38162;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38141;0;"??? ??_109"
38141;38162;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ??_109"
38150;38163;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38151;0;"??? ?? _110"
38151;38163;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ?? _110"
38160;38164;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38161;0;"??? ??_110"
38161;38164;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ??_110"
38170;38165;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38171;0;"?? ???? _103"
38171;38165;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???? _103"
38180;38166;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38181;0;"?? ???? _105"
38181;38166;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???? _105"
38190;38167;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38191;0;"?? ???? _108"
38191;38167;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???? _108"
38200;38168;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38201;0;"??? ???? _104"
38201;38168;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ???? _104"
38210;38169;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38211;0;"?? ???? _104"
38211;38169;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???? _104"
38220;38170;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38221;0;"?? ???? _106"
38221;38170;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???? _106"
38230;38171;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38231;0;"?? ???? _109"
38231;38171;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???? _109"
38240;38172;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38241;0;"????_103"
38241;38172;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"????_103"
38250;38173;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38251;0;"????_105"
38251;38173;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"????_105"
38260;38174;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38261;0;"????_109"
38261;38174;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"????_109"
38270;38175;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38271;0;"???_104"
38271;38175;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???_104"
38280;38176;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38281;0;"???_106"
38281;38176;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???_106"
38290;38177;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38291;0;"???_110"
38291;38177;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???_110"
38300;38178;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38301;0;"????_106"
38301;38178;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"????_106"
38310;38179;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38311;0;"????_108"
38311;38179;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"????_108"
38320;38180;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38321;0;"????_110"
38321;38180;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"????_110"
38330;38181;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38331;0;"??_103"
38331;38181;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??_103"
38340;38182;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38341;0;"???_104"
38341;38182;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???_104"
38350;38183;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38351;0;"?? ???_101"
38351;38183;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???_101"
38360;38184;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38361;0;"??? ???_108"
38361;38184;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ???_108"
38370;38185;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38371;0;"???? ???_101"
38371;38185;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? ???_101"
38380;38186;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38381;0;"???? ???_104"
38381;38186;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? ???_104"
38390;38187;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38391;0;"???? ???_107"
38391;38187;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? ???_107"
38400;38188;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38401;0;"??? ?_95"
38401;38188;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ?_95"
38410;38189;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38411;0;"?? ???_103"
38411;38189;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???_103"
38420;38190;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38421;0;"??? ???_104"
38421;38190;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? ???_104"
38430;38191;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38431;0;"?? ???_105"
38431;38191;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"?? ???_105"
38440;38192;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38441;0;"??_109"
38441;38192;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??_109"
38450;38193;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38451;0;"???_110"
38451;38193;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???_110"
38460;38194;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;38461;0;"???_110"
38461;38194;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???_110"
38470;38195;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???_103"
38480;38196;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _101"
38490;38197;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _104"
38500;38198;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _107"
38510;38199;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _102"
38520;38200;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _105"
38530;38201;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _108"
38540;38202;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _103"
38550;38203;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _106"
38560;38204;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _109"
38570;38205;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? _104"
38580;38206;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? _107"
38590;38207;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? _110"
38600;38208;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _105"
38610;38209;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _108"
38620;38210;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"???? _110"
38630;38211;0;150;50;130;0;0;2;2;2;0;0;5;0;0;0;0;0;30;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;500;0;0;1;0;0;0;"??? _105"
